index,multiplier,round_duration
1,1.0001,0.0
2,1.0111,0.2180000000007567
3,1.014,0.4150000000008731
4,1.0365,0.602999999999156
5,1.0314,0.7989999999990687
6,1.0797,0.9840000000003783
7,1.2377,1.1970000000001164
8,0.9349,1.3719999999993888
9,0.9176,1.5689999999995052
10,1.0007,1.7669999999998254
11,1.1341,1.970000000001164
12,1.2905,2.154999999998836
13,1.299,2.356999999999971
14,1.3104,2.5609999999978754
15,1.2119,2.75
16,1.0889,2.950000000000728
17,1.1143,3.138999999999214
18,1.1062,3.3359999999993306
19,1.1205,3.5319999999992437
20,1.1339,3.75
21,1.14,3.941999999999098
22,1.1506,4.127000000000408
23,1.1402,4.319999999999709
24,1.134,4.504000000000815
25,1.1298,4.6709999999984575
26,1.1423,4.869999999998981
27,1.2703,5.092000000000553
28,1.3203,5.306000000000495
29,1.3145,5.503000000000611
30,1.2986,5.690999999998894
31,1.2982,5.90599999999904
32,1.3242,6.120999999999185
33,1.3245,6.318999999999505
34,1.3393,6.504000000000815
35,1.368,6.701000000000931
36,1.3502,6.904999999998836
37,1.3569,7.123999999999796
38,1.1455,7.333999999998923
39,1.1134,7.541999999997643
40,1.1147,7.717000000000553
41,1.1507,7.91899999999805
42,1.1366,8.104999999999563
43,1.134,8.305000000000291
44,1.1338,8.507999999997992
45,1.133,8.729999999999563
46,1.1202,8.924999999999272
47,1.1417,9.144000000000233
48,1.1556,9.330999999998312
49,1.057,9.527999999998428
50,0.9459,9.711999999999534
51,0.9491,9.906999999999243
52,0.9532,10.095000000001164
53,0.9639,10.291999999997644
54,0.9738,10.480999999999767
55,0.9673,10.663000000000466
56,0.9679,10.855999999999767
57,0.9722,11.037000000000262
58,0.9847,11.242999999998574
59,1.0098,11.423999999999069
60,1.0237,11.645000000000437
61,1.0325,11.86999999999898
62,1.0557,12.084999999999129
63,1.1797,12.30199999999968
64,1.2482,12.506999999997788
65,1.0389,12.672999999998863
66,1.0632,12.86999999999898
67,1.0528,13.08599999999933
68,1.0497,13.2599999999984
69,1.063,13.42699999999968
70,1.061,13.632999999997992
71,1.0631,13.849999999998545
72,1.0603,14.042999999997846
73,1.057,14.242999999998574
74,1.0633,14.431000000000497
75,1.0509,14.64600000000064
76,1.0413,14.84400000000096
77,1.0444,15.04399999999805
78,1.0624,15.206999999998516
79,1.0667,15.388999999999214
80,1.0546,15.593000000000757
81,1.0487,15.798999999999069
82,1.0606,15.97899999999936
83,1.2981,16.18999999999869
84,1.2795,16.394000000000233
85,1.3894,16.588999999999942
86,1.4703,16.7599999999984
87,1.4759,16.956999999998516
88,1.4781,17.154999999998836
89,1.481,17.367999999998574
90,1.4753,17.58599999999933
91,1.5146,17.76599999999962
92,1.8293,17.949000000000524
93,1.8498,18.156999999999243
94,1.8784,18.35900000000038
95,1.8951,18.54699999999866
96,1.8922,18.75500000000102
97,1.5582,18.9429999999993
98,1.5442,19.148000000001048
99,1.5352,19.349999999998545
100,1.5283,19.545999999998457
101,1.5235,19.72099999999773
102,1.4969,19.92699999999968
103,1.486,20.147000000000844
104,1.7248,20.36699999999837
105,1.8681,20.5679999999993
106,1.8855,20.76399999999921
107,1.8495,20.9529999999977
108,1.8733,21.149999999997817
109,1.6615,21.36999999999898
110,1.4401,21.570999999999916
111,1.4371,21.755999999997584
112,1.4198,21.93699999999808
113,1.438,22.136999999998807
114,1.4506,22.333999999998923
115,1.4626,22.547999999998865
116,1.4808,22.72599999999875
117,1.4883,22.935999999997875
118,1.4747,23.148999999997613
119,1.4738,23.34400000000096
120,1.4852,23.54399999999805
121,1.515,23.76299999999901
122,1.4946,23.98300000000017
123,1.5163,24.1820000000007
124,1.5418,24.380999999997584
125,1.5536,24.57200000000012
126,1.5532,24.75300000000061
127,1.5527,24.970000000001164
128,1.5563,25.191999999999094
129,1.5611,25.382999999997992
130,1.4734,25.590000000000146
131,1.1897,25.77799999999843
132,1.1858,25.96199999999953
133,1.1964,26.148999999997613
134,1.2,26.33599999999933
135,1.2058,26.51800000000003
136,1.1334,26.708999999998923
137,1.0851,26.92199999999866
138,1.0281,27.115999999998166
139,1.0288,27.304000000000087
140,1.0184,27.50400000000081
141,1.1825,27.722999999998137
142,1.2081,27.937999999998283
143,1.2267,28.14099999999962
144,1.2376,28.32200000000012
145,1.2328,28.51599999999962
146,1.2248,28.709999999999127
147,1.2458,28.919999999998254
148,1.2653,29.118999999998778
149,1.273,29.304000000000087
150,1.2609,29.49299999999857
151,1.2812,29.70200000000113
152,1.4809,29.90899999999965
153,1.5869,30.13899999999921
154,1.5733,30.338999999999945
155,1.558,30.524999999997817
156,1.5528,30.729999999999563
157,1.5482,30.950000000000728
158,1.5656,31.169999999998254
159,1.5765,31.37800000000061
160,1.5803,31.568999999999505
161,1.5773,31.75500000000102
162,1.5997,31.95200000000113
163,1.6061,32.14800000000105
164,1.6223,32.35499999999956
165,1.6492,32.57200000000012
166,1.6691,32.77100000000064
167,1.6431,32.986000000000786
168,1.6561,33.17699999999968
169,1.6665,33.36399999999776
170,1.6918,33.556000000000495
171,1.7043,33.75699999999779
172,1.7559,33.98199999999997
173,1.7673,34.19599999999991
174,1.7484,34.40599999999904
175,1.6723,34.586999999999534
176,1.4131,34.77799999999843
177,1.4208,34.99399999999878
178,1.4196,35.20000000000073
179,1.4317,35.39600000000064
180,1.4571,35.59200000000055
181,1.4717,35.772000000000844
182,1.4647,35.96700000000055
183,1.4677,36.159999999999854
184,1.4767,36.37700000000041
185,1.5092,36.55999999999767
186,1.767,36.75100000000021
187,1.7354,36.97999999999956
188,1.9219,37.18400000000111
189,2.0248,37.39700000000085
190,2.0378,37.61599999999817
191,2.0383,37.8080000000009
192,2.0501,38.013999999999214
193,2.1103,38.20899999999892
194,2.1334,38.419999999998254
195,2.1307,38.608000000000175
196,2.1038,38.82400000000053
197,2.4353,39.01699999999983
198,2.409,39.221999999997934
199,2.402,39.42199999999866
200,2.3922,39.617999999998574
