multiplier
0.9998
0.9938
0.9957
0.9813
0.9702
0.9763
0.8327
0.7436
0.7493
0.749
0.7638
0.7565
0.7554
0.7552
0.7508
0.7449
0.7304
0.7285
0.73
0.7339
0.7457
0.7532
0.7439
0.7398
0.7377
0.7386
0.7318
0.7243
0.7329
0.733
0.7306
0.7272
0.7166
0.7107
0.73
0.7433
0.7536
0.7625
0.7739
0.7735
0.7778
0.7731
0.7621
0.7584
0.7653
0.7598
0.7527
0.7514
0.754
0.732
0.5922
0.5882
0.591
0.5928
0.5947
0.6022
0.6021
0.6005
0.6015
0.6051
0.6135
0.6253
0.6246
0.6304
0.6047
0.5087
0.4996
0.5018
0.5084
0.5144
0.5079
0.5071
0.5046
0.5057
0.5143
0.5254
0.5372
0.5473
0.5541
0.5625
0.576
0.5814
0.5925
0.645
0.6996
0.7012
0.7158
0.7332
0.684
0.5735
0.5701
0.5696
0.4777
0.4341
0.4158
0.3365
0.3339
0.3347
0.3323
0.3315
0.3332
0.3367
0.3416
0.3437
0.3459
0.3503
0.3578
0.3637
0.3112
0.3054
0.3046
0.3026
0.3681
0.3708
0.3711
0.3677
0.3644
0.3714
0.3744
0.3794
0.3806
0.3798
0.3745
0.3732
0.4329
0.4359
0.3878
0.3458
0.3496
0.3585
0.3676
0.3673
0.3685
0.3761
0.3831
0.3863
0.3789
0.3739
0.3769
0.4031
0.4516
0.4553
0.4563
0.4638
0.4713
0.4786
0.487
0.486
0.4779
0.4768
0.478
0.4784
0.4729
0.3827
0.3601
0.366
0.4027
0.4597
0.4622
0.3882
0.3968
0.355
0.3352
0.3383
0.3433
0.3513
0.3531
0.357
0.3577
0.3553
0.3509
0.3474
0.3439
0.3412
0.3387
0.3412
0.2735
0.2614
0.2618
0.2619
0.2614
0.2625
0.2665
0.2691
0.2702
0.2732
0.2725
0.2698
0.2738
0.3164
0.3236
0.3288
0.3269
0.325
0.3264
0.3264
0.3332
0.3324
0.3321
0.3344
0.3432
