index,multiplier,round_duration,cropped_path
1,1.0054,0.0,rounds_new2/round_2135/cropped/debug_crop_temp_1027852_13-27-00-893.png
2,1.0178,0.2060000000055879,rounds_new2/round_2135/cropped/debug_crop_temp_1027853_13-27-01-099.png
3,1.0132,0.4060000000026775,rounds_new2/round_2135/cropped/debug_crop_temp_1027854_13-27-01-299.png
4,1.0258,0.6080000000001746,rounds_new2/round_2135/cropped/debug_crop_temp_1027855_13-27-01-501.png
5,1.151,0.8110000000015134,rounds_new2/round_2135/cropped/debug_crop_temp_1027856_13-27-01-704.png
6,1.1963,1.0250000000014552,rounds_new2/round_2135/cropped/debug_crop_temp_1027857_13-27-01-918.png
7,1.1911,1.2320000000036089,rounds_new2/round_2135/cropped/debug_crop_temp_1027858_13-27-02-125.png
8,1.179,1.4270000000033178,rounds_new2/round_2135/cropped/debug_crop_temp_1027859_13-27-02-320.png
9,1.3855,1.6220000000030268,rounds_new2/round_2135/cropped/debug_crop_temp_1027860_13-27-02-515.png
10,1.1596,1.8360000000029688,rounds_new2/round_2135/cropped/debug_crop_temp_1027861_13-27-02-729.png
11,1.1184,2.051000000006752,rounds_new2/round_2135/cropped/debug_crop_temp_1027862_13-27-02-944.png
12,1.1179,2.239000000001397,rounds_new2/round_2135/cropped/debug_crop_temp_1027863_13-27-03-132.png
13,1.1115,2.4620000000068103,rounds_new2/round_2135/cropped/debug_crop_temp_1027864_13-27-03-355.png
14,1.1418,2.6630000000004657,rounds_new2/round_2135/cropped/debug_crop_temp_1027865_13-27-03-556.png
15,1.1602,2.8840000000054715,rounds_new2/round_2135/cropped/debug_crop_temp_1027866_13-27-03-777.png
16,1.1621,3.0790000000051805,rounds_new2/round_2135/cropped/debug_crop_temp_1027867_13-27-03-972.png
17,1.1584,3.302000000003318,rounds_new2/round_2135/cropped/debug_crop_temp_1027868_13-27-04-195.png
18,1.1493,3.511000000005879,rounds_new2/round_2135/cropped/debug_crop_temp_1027869_13-27-04-404.png
19,1.1483,3.7260000000023865,rounds_new2/round_2135/cropped/debug_crop_temp_1027870_13-27-04-619.png
20,1.1655,3.922000000005937,rounds_new2/round_2135/cropped/debug_crop_temp_1027871_13-27-04-815.png
21,1.1732,4.13300000000163,rounds_new2/round_2135/cropped/debug_crop_temp_1027872_13-27-05-026.png
22,1.3802,4.330000000001746,rounds_new2/round_2135/cropped/debug_crop_temp_1027873_13-27-05-223.png
23,1.4178,4.52900000000227,rounds_new2/round_2135/cropped/debug_crop_temp_1027874_13-27-05-422.png
24,1.4037,4.718000000000757,rounds_new2/round_2135/cropped/debug_crop_temp_1027875_13-27-05-611.png
25,1.3907,4.918000000005122,rounds_new2/round_2135/cropped/debug_crop_temp_1027876_13-27-05-811.png
26,1.4162,5.143000000003667,rounds_new2/round_2135/cropped/debug_crop_temp_1027877_13-27-06-036.png
27,1.4143,5.346000000005006,rounds_new2/round_2135/cropped/debug_crop_temp_1027878_13-27-06-239.png
28,1.4197,5.54500000000553,rounds_new2/round_2135/cropped/debug_crop_temp_1027879_13-27-06-438.png
29,1.4223,5.734000000004016,rounds_new2/round_2135/cropped/debug_crop_temp_1027880_13-27-06-627.png
30,1.4154,5.929000000003725,rounds_new2/round_2135/cropped/debug_crop_temp_1027881_13-27-06-822.png
31,1.4426,6.140000000006694,rounds_new2/round_2135/cropped/debug_crop_temp_1027882_13-27-07-033.png
32,1.4277,6.356000000007043,rounds_new2/round_2135/cropped/debug_crop_temp_1027883_13-27-07-249.png
33,1.4192,6.572000000000116,rounds_new2/round_2135/cropped/debug_crop_temp_1027884_13-27-07-465.png
34,1.4321,6.788000000000466,rounds_new2/round_2135/cropped/debug_crop_temp_1027885_13-27-07-681.png
35,1.4653,7.0,rounds_new2/round_2135/cropped/debug_crop_temp_1027886_13-27-07-893.png
36,1.4963,7.198000000003958,rounds_new2/round_2135/cropped/debug_crop_temp_1027887_13-27-08-091.png
37,1.5042,7.424000000006345,rounds_new2/round_2135/cropped/debug_crop_temp_1027888_13-27-08-317.png
38,1.4894,7.629000000000815,rounds_new2/round_2135/cropped/debug_crop_temp_1027889_13-27-08-522.png
39,1.4811,7.842000000004191,rounds_new2/round_2135/cropped/debug_crop_temp_1027890_13-27-08-735.png
40,1.4811,8.048000000002503,rounds_new2/round_2135/cropped/debug_crop_temp_1027891_13-27-08-941.png
41,1.5307,8.230000000003201,rounds_new2/round_2135/cropped/debug_crop_temp_1027892_13-27-09-123.png
42,1.8355,8.421000000002095,rounds_new2/round_2135/cropped/debug_crop_temp_1027893_13-27-09-314.png
43,1.8314,8.630000000004657,rounds_new2/round_2135/cropped/debug_crop_temp_1027894_13-27-09-523.png
44,1.825,8.844000000004598,rounds_new2/round_2135/cropped/debug_crop_temp_1027895_13-27-09-737.png
45,1.805,9.055000000000293,rounds_new2/round_2135/cropped/debug_crop_temp_1027896_13-27-09-948.png
46,1.7877,9.255000000004657,rounds_new2/round_2135/cropped/debug_crop_temp_1027897_13-27-10-148.png
47,1.7995,9.45400000000518,rounds_new2/round_2135/cropped/debug_crop_temp_1027898_13-27-10-347.png
48,1.8058,9.681000000004133,rounds_new2/round_2135/cropped/debug_crop_temp_1027899_13-27-10-574.png
49,1.8481,9.89900000000489,rounds_new2/round_2135/cropped/debug_crop_temp_1027900_13-27-10-792.png
50,1.5893,10.116000000001804,rounds_new2/round_2135/cropped/debug_crop_temp_1027901_13-27-11-009.png
51,1.5561,10.343000000000757,rounds_new2/round_2135/cropped/debug_crop_temp_1027902_13-27-11-236.png
52,1.5631,10.548000000002505,rounds_new2/round_2135/cropped/debug_crop_temp_1027903_13-27-11-441.png
53,1.5223,10.743000000002212,rounds_new2/round_2135/cropped/debug_crop_temp_1027904_13-27-11-636.png
54,1.2221,10.927000000003318,rounds_new2/round_2135/cropped/debug_crop_temp_1027905_13-27-11-820.png
55,1.2487,11.130000000004657,rounds_new2/round_2135/cropped/debug_crop_temp_1027906_13-27-12-023.png
56,1.2674,11.330000000001746,rounds_new2/round_2135/cropped/debug_crop_temp_1027907_13-27-12-223.png
57,1.2867,11.533000000003083,rounds_new2/round_2135/cropped/debug_crop_temp_1027908_13-27-12-426.png
58,1.3097,11.707000000002154,rounds_new2/round_2135/cropped/debug_crop_temp_1027909_13-27-12-600.png
59,1.2895,11.900000000001455,rounds_new2/round_2135/cropped/debug_crop_temp_1027910_13-27-12-793.png
60,1.2852,12.124000000003434,rounds_new2/round_2135/cropped/debug_crop_temp_1027911_13-27-13-017.png
61,1.2903,12.33400000000256,rounds_new2/round_2135/cropped/debug_crop_temp_1027912_13-27-13-227.png
62,1.3009,12.55300000000716,rounds_new2/round_2135/cropped/debug_crop_temp_1027913_13-27-13-446.png
63,1.3078,12.75,rounds_new2/round_2135/cropped/debug_crop_temp_1027914_13-27-13-643.png
64,1.3028,12.935000000004948,rounds_new2/round_2135/cropped/debug_crop_temp_1027915_13-27-13-828.png
65,1.3206,13.156000000002678,rounds_new2/round_2135/cropped/debug_crop_temp_1027916_13-27-14-049.png
66,1.3303,13.369000000006054,rounds_new2/round_2135/cropped/debug_crop_temp_1027917_13-27-14-262.png
67,1.3396,13.568000000006576,rounds_new2/round_2135/cropped/debug_crop_temp_1027918_13-27-14-461.png
68,1.3462,13.78200000000652,rounds_new2/round_2135/cropped/debug_crop_temp_1027919_13-27-14-675.png
69,1.3364,13.967000000004193,rounds_new2/round_2135/cropped/debug_crop_temp_1027920_13-27-14-860.png
70,1.3226,14.177000000003318,rounds_new2/round_2135/cropped/debug_crop_temp_1027921_13-27-15-070.png
71,1.3374,14.38600000000588,rounds_new2/round_2135/cropped/debug_crop_temp_1027922_13-27-15-279.png
72,1.3514,14.588000000003376,rounds_new2/round_2135/cropped/debug_crop_temp_1027923_13-27-15-481.png
73,1.3566,14.791000000004717,rounds_new2/round_2135/cropped/debug_crop_temp_1027924_13-27-15-684.png
74,1.3496,15.00300000000425,rounds_new2/round_2135/cropped/debug_crop_temp_1027925_13-27-15-896.png
75,1.3436,15.21200000000681,rounds_new2/round_2135/cropped/debug_crop_temp_1027926_13-27-16-105.png
76,1.3264,15.42500000000291,rounds_new2/round_2135/cropped/debug_crop_temp_1027927_13-27-16-318.png
77,1.3061,15.639000000002852,rounds_new2/round_2135/cropped/debug_crop_temp_1027928_13-27-16-532.png
78,1.2898,15.85000000000582,rounds_new2/round_2135/cropped/debug_crop_temp_1027929_13-27-16-743.png
79,1.2807,16.0370000000039,rounds_new2/round_2135/cropped/debug_crop_temp_1027930_13-27-16-930.png
80,1.2711,16.272000000004482,rounds_new2/round_2135/cropped/debug_crop_temp_1027931_13-27-17-165.png
81,1.2663,16.455000000001746,rounds_new2/round_2135/cropped/debug_crop_temp_1027932_13-27-17-348.png
82,1.2707,16.661000000000058,rounds_new2/round_2135/cropped/debug_crop_temp_1027933_13-27-17-554.png
