index,multiplier,round_duration,cropped_path
1,0.9995,0.0,rounds_new2/round_2644/cropped/debug_crop_temp_1278349_21-17-21-863.png
2,0.9907,0.2170000000041909,rounds_new2/round_2644/cropped/debug_crop_temp_1278350_21-17-22-080.png
3,0.8073,0.4340000000083819,rounds_new2/round_2644/cropped/debug_crop_temp_1278351_21-17-22-297.png
4,0.6903,0.635999999998603,rounds_new2/round_2644/cropped/debug_crop_temp_1278352_21-17-22-499.png
5,0.6771,0.8479999999981374,rounds_new2/round_2644/cropped/debug_crop_temp_1278353_21-17-22-711.png
6,0.679,1.0449999999982538,rounds_new2/round_2644/cropped/debug_crop_temp_1278354_21-17-22-908.png
7,0.6777,1.264999999999418,rounds_new2/round_2644/cropped/debug_crop_temp_1278355_21-17-23-128.png
8,0.6742,1.4470000000001164,rounds_new2/round_2644/cropped/debug_crop_temp_1278356_21-17-23-310.png
9,0.6951,1.6460000000079162,rounds_new2/round_2644/cropped/debug_crop_temp_1278357_21-17-23-509.png
10,0.6951,1.8549999999959252,rounds_new2/round_2644/cropped/debug_crop_temp_1278358_21-17-23-718.png
11,0.6986,2.039000000004308,rounds_new2/round_2644/cropped/debug_crop_temp_1278359_21-17-23-902.png
12,0.702,2.217000000004191,rounds_new2/round_2644/cropped/debug_crop_temp_1278360_21-17-24-080.png
13,0.6968,2.4089999999996508,rounds_new2/round_2644/cropped/debug_crop_temp_1278361_21-17-24-272.png
14,0.7097,2.6239999999961583,rounds_new2/round_2644/cropped/debug_crop_temp_1278362_21-17-24-487.png
15,0.7083,2.823000000003958,rounds_new2/round_2644/cropped/debug_crop_temp_1278363_21-17-24-686.png
16,0.7045,3.0339999999996508,rounds_new2/round_2644/cropped/debug_crop_temp_1278364_21-17-24-897.png
17,0.7005,3.2189999999973224,rounds_new2/round_2644/cropped/debug_crop_temp_1278365_21-17-25-082.png
18,0.6928,3.4210000000020955,rounds_new2/round_2644/cropped/debug_crop_temp_1278366_21-17-25-284.png
19,0.694,3.635000000009313,rounds_new2/round_2644/cropped/debug_crop_temp_1278367_21-17-25-498.png
20,0.6944,3.845000000001164,rounds_new2/round_2644/cropped/debug_crop_temp_1278368_21-17-25-708.png
21,0.6962,4.046000000002096,rounds_new2/round_2644/cropped/debug_crop_temp_1278369_21-17-25-909.png
22,0.6992,4.240000000005239,rounds_new2/round_2644/cropped/debug_crop_temp_1278370_21-17-26-103.png
23,0.7079,4.4320000000006985,rounds_new2/round_2644/cropped/debug_crop_temp_1278371_21-17-26-295.png
24,0.5897,4.630000000004657,rounds_new2/round_2644/cropped/debug_crop_temp_1278372_21-17-26-493.png
25,0.5797,4.828000000008615,rounds_new2/round_2644/cropped/debug_crop_temp_1278373_21-17-26-691.png
26,0.5823,5.038000000000466,rounds_new2/round_2644/cropped/debug_crop_temp_1278374_21-17-26-901.png
27,0.5801,5.24100000000908,rounds_new2/round_2644/cropped/debug_crop_temp_1278375_21-17-27-104.png
28,0.5746,5.445000000006985,rounds_new2/round_2644/cropped/debug_crop_temp_1278376_21-17-27-308.png
29,0.584,5.664000000004307,rounds_new2/round_2644/cropped/debug_crop_temp_1278377_21-17-27-527.png
30,0.7066,5.881000000008498,rounds_new2/round_2644/cropped/debug_crop_temp_1278378_21-17-27-744.png
31,0.6046,6.101999999998952,rounds_new2/round_2644/cropped/debug_crop_temp_1278379_21-17-27-965.png
32,0.5669,6.31600000000617,rounds_new2/round_2644/cropped/debug_crop_temp_1278380_21-17-28-179.png
33,0.5718,6.502000000007683,rounds_new2/round_2644/cropped/debug_crop_temp_1278381_21-17-28-365.png
34,0.5647,6.6820000000006985,rounds_new2/round_2644/cropped/debug_crop_temp_1278382_21-17-28-545.png
35,0.5644,6.903000000005704,rounds_new2/round_2644/cropped/debug_crop_temp_1278383_21-17-28-766.png
36,0.5672,7.100000000005821,rounds_new2/round_2644/cropped/debug_crop_temp_1278384_21-17-28-963.png
37,0.571,7.305000000007567,rounds_new2/round_2644/cropped/debug_crop_temp_1278385_21-17-29-168.png
38,0.5736,7.493000000002212,rounds_new2/round_2644/cropped/debug_crop_temp_1278386_21-17-29-356.png
39,0.5635,7.698000000003958,rounds_new2/round_2644/cropped/debug_crop_temp_1278387_21-17-29-561.png
40,0.5683,7.932000000000698,rounds_new2/round_2644/cropped/debug_crop_temp_1278388_21-17-29-795.png
41,0.5632,8.160000000003492,rounds_new2/round_2644/cropped/debug_crop_temp_1278389_21-17-30-023.png
42,0.5535,8.379000000000815,rounds_new2/round_2644/cropped/debug_crop_temp_1278390_21-17-30-242.png
43,0.5458,8.593999999997322,rounds_new2/round_2644/cropped/debug_crop_temp_1278391_21-17-30-457.png
44,0.5482,8.797000000005937,rounds_new2/round_2644/cropped/debug_crop_temp_1278392_21-17-30-660.png
45,0.5604,9.004000000000815,rounds_new2/round_2644/cropped/debug_crop_temp_1278393_21-17-30-867.png
46,0.5696,9.201000000000931,rounds_new2/round_2644/cropped/debug_crop_temp_1278394_21-17-31-064.png
47,0.565,9.427999999999884,rounds_new2/round_2644/cropped/debug_crop_temp_1278395_21-17-31-291.png
48,0.5698,9.638000000006286,rounds_new2/round_2644/cropped/debug_crop_temp_1278396_21-17-31-501.png
49,0.5709,9.854999999995924,rounds_new2/round_2644/cropped/debug_crop_temp_1278397_21-17-31-718.png
50,0.5804,10.09100000000035,rounds_new2/round_2644/cropped/debug_crop_temp_1278398_21-17-31-954.png
51,0.5866,10.28399999999965,rounds_new2/round_2644/cropped/debug_crop_temp_1278399_21-17-32-147.png
52,0.5787,10.461999999999534,rounds_new2/round_2644/cropped/debug_crop_temp_1278400_21-17-32-325.png
53,0.5788,10.676000000006752,rounds_new2/round_2644/cropped/debug_crop_temp_1278401_21-17-32-539.png
54,0.5887,10.875,rounds_new2/round_2644/cropped/debug_crop_temp_1278402_21-17-32-738.png
55,0.5925,11.08299999999872,rounds_new2/round_2644/cropped/debug_crop_temp_1278403_21-17-32-946.png
56,0.5948,11.27400000000489,rounds_new2/round_2644/cropped/debug_crop_temp_1278404_21-17-33-137.png
57,0.608,11.445000000006983,rounds_new2/round_2644/cropped/debug_crop_temp_1278405_21-17-33-308.png
58,0.6193,11.654999999998836,rounds_new2/round_2644/cropped/debug_crop_temp_1278406_21-17-33-518.png
59,0.6232,11.861000000004424,rounds_new2/round_2644/cropped/debug_crop_temp_1278407_21-17-33-724.png
60,0.6331,12.069000000003143,rounds_new2/round_2644/cropped/debug_crop_temp_1278408_21-17-33-932.png
61,0.6444,12.256999999997788,rounds_new2/round_2644/cropped/debug_crop_temp_1278409_21-17-34-120.png
62,0.6428,12.45700000000943,rounds_new2/round_2644/cropped/debug_crop_temp_1278410_21-17-34-320.png
63,0.6357,12.672000000005935,rounds_new2/round_2644/cropped/debug_crop_temp_1278411_21-17-34-535.png
64,0.7128,12.869999999995343,rounds_new2/round_2644/cropped/debug_crop_temp_1278412_21-17-34-733.png
65,0.7459,13.06699999999546,rounds_new2/round_2644/cropped/debug_crop_temp_1278413_21-17-34-930.png
66,0.7487,13.262000000002445,rounds_new2/round_2644/cropped/debug_crop_temp_1278414_21-17-35-125.png
67,0.7385,13.44999999999709,rounds_new2/round_2644/cropped/debug_crop_temp_1278415_21-17-35-313.png
68,0.752,13.654999999998836,rounds_new2/round_2644/cropped/debug_crop_temp_1278416_21-17-35-518.png
