multiplier
1.0001
1.0186
1.0317
1.0465
0.9289
0.8519
0.8553
0.8696
0.982
1.0155
1.022
1.0222
1.0494
1.0437
1.0405
1.0387
1.0397
1.033
1.0224
1.0157
1.0119
1.0068
1.031
1.0449
1.0421
1.0284
1.0235
1.0418
1.0564
1.0706
1.0859
1.0907
1.0991
1.0919
1.1045
1.1227
1.1075
1.1175
1.1121
1.1076
1.1054
1.1024
1.3392
1.5789
1.6409
1.6417
1.6283
1.6166
1.6206
1.8819
1.9979
2.0331
2.0515
2.418
2.5348
2.5591
2.5511
2.5461
2.5937
2.5981
2.5883
2.574
2.6311
2.6489
2.6628
2.6852
2.7266
2.7093
2.7
2.6703
2.6633
2.6872
2.6631
2.7101
2.7345
2.7245
2.7074
2.6872
2.6615
2.6753
2.6988
2.7194
2.7222
2.714
2.7167
2.6977
2.6895
2.7149
2.6714
3.0386
3.5401
3.8321
3.779
3.6911
3.6459
3.5498
2.9572
2.9076
2.8626
2.8845
2.9276
2.9437
2.9332
2.9221
2.9808
2.9604
2.9472
3.0313
3.6831
3.6303
3.6535
3.7022
3.7717
3.8812
3.8081
3.7186
3.7085
3.7778
3.8189
3.2066
3.172
3.1893
3.1937
3.1384
3.0966
3.054
3.0488
3.041
3.0069
3.0442
2.5836
2.5357
2.553
2.5831
2.6068
3.103
3.1785
3.2028
3.2506
3.2912
3.3026
3.363
3.4144
3.4484
3.4967
3.5543
3.5335
3.5926
3.6151
3.6133
3.6329
3.5822
3.5679
3.5952
3.589
3.5544
3.6216
3.5998
4.0196
4.1995
4.2324
4.2603
4.2523
4.2712
4.6661
4.9916
5.0551
5.1319
5.1076
5.0518
5.0321
4.9988
5.1181
5.2245
5.2188
5.2527
5.3849
5.5196
5.4613
5.4897
5.5854
5.6827
5.7608
5.7322
5.8386
5.8135
5.7968
5.9083
6.0173
6.1459
6.2049
6.3069
6.3544
6.3118
6.26
6.2783
6.2422
6.2829
6.3062
6.3691
7.5969
7.6615
8.8564
9.1616
9.2447
9.3338
9.3105
9.4173
9.4486
8.5702
7.8142
7.9496
7.9985
7.8561
8.8738
9.2042
8.6386
7.0297
7.1855
7.1265
8.7073
8.8219
8.9019
9.3431
10.5273
10.7465
10.8342
10.848
10.8041
10.7956
10.7893
12.6244
12.9317
13.0031
13.146
13.1943
13.4809
13.6607
13.7637
13.8504
13.8531
13.5809
13.639
13.9312
14.2429
13.3737
12.1414
12.3866
12.2477
12.2936
12.372
12.5102
12.8802
12.5071
12.4318
12.3917
12.8378
14.6682
14.3326
16.6916
17.7198
17.9267
17.5405
17.9126
17.8771
17.6896
16.857
13.1878
13.3607
13.1701
13.0504
13.0296
12.9542
13.2297
13.1073
13.0408
12.9637
12.8754
13.3577
13.4533
13.6903
13.9477
14.2094
14.4757
14.4912
14.6091
14.5332
14.3455
14.1237
14.0188
14.3237
14.5324
14.5896
14.7831
15.0111
14.9128
14.9506
15.1062
15.0827
14.9815
14.9137
15.0243
12.5161
12.5319
12.5536
12.6414
12.7589
12.7883
12.7918
12.824
12.8511
12.8744
13.0324
13.1012
13.0156
12.7782
10.5393
10.5899
10.6943
10.915
11.1268
11.5494
11.7759
11.9347
11.9792
11.88
11.7455
11.7684
11.8911
11.9533
12.1729
12.1531
12.2558
12.6255
14.549
14.4318
14.5834
14.5724
14.5336
14.9005
14.9255
15.4436
13.1069
12.5076
12.5877
12.6529
12.6084
12.7434
12.6271
12.3691
12.1533
12.0347
11.8897
11.7148
11.7452
11.8704
11.7034
11.7366
9.44
9.1706
9.2166
9.2964
9.4413
9.2472
9.2232
9.7984
11.1275
11.1871
11.111
11.1376
11.2258
11.4631
11.379
11.5121
11.5776
11.5181
11.4353
11.7454
11.8361
11.9913
12.1087
12.1421
12.1697
12.3246
12.4612
12.2042
11.9666
11.8529
11.8853
11.9965
12.3808
12.5979
12.7496
12.8018
12.9274
15.4365
15.8626
14.0933
13.2814
13.4598
16.1789
16.2967
16.4492
16.4226
16.1138
16.3048
12.8296
12.4978
12.7436
13.1105
13.553
13.684
13.8751
13.8376
13.5938
13.8653
13.6328
13.2386
13.2591
13.4998
13.643
13.2172
13.3418
13.4558
13.5755
13.7329
14.0254
14.2137
14.2857
14.3581
14.5618
14.9114
15.3394
15.3634
15.7207
16.1416
16.533
16.9758
17.3678
17.2609
17.2745
17.4482
17.5706
17.6457
17.9596
18.2992
18.4746
18.3873
18.4146
21.355
21.938
21.892
21.7397
21.4403
21.0237
21.2632
21.3108
21.4228
21.5938
21.5895
24.9953
28.926
30.0389
30.1043
30.7328
30.2525
30.8275
31.0861
31.349
31.4311
31.0137
30.8778
31.0337
31.4628
31.8027
31.9809
33.3433
34.5436
34.3867
34.5616
34.6312
33.969
35.0608
35.5081
35.4391
35.9897
36.8539
36.8368
38.5217
38.5948
38.3232
37.8086
38.5426
45.5515
47.1796
47.2033
47.9206
48.576
49.4994
59.8459
59.4808
66.8767
70.8462
71.1285
68.1306
66.2016
66.1792
67.6603
68.2924
68.4137
67.6739
53.9343
