index,multiplier,round_duration
1,0.9976,0.0
2,0.9848,0.2010000000009313
3,0.8123,0.4229999999988649
4,0.8106,0.6270000000004075
5,0.8277,0.8410000000003492
6,0.8367,1.0240000000012517
7,0.8431,1.245999999999185
8,0.8362,1.429000000000087
9,0.6842,1.6330000000016298
10,0.6743,1.847000000001572
11,0.6696,2.05199999999968
12,0.67,2.273000000001048
13,0.6702,2.4880000000011933
14,0.658,2.6890000000021246
15,0.6623,2.882000000001426
16,0.6722,3.0820000000021537
17,0.6798,3.2659999999996217
18,0.6869,3.4619999999995343
19,0.6806,3.687000000001717
20,0.6846,3.8879999999990105
21,0.6967,4.097000000001572
22,0.7034,4.326000000000931
23,0.7844,4.532999999999447
24,0.8589,4.720000000001164
25,0.8602,4.950000000000728
26,0.8578,5.170000000001892
27,0.8795,5.381000000001222
28,0.8866,5.588999999999942
29,0.8798,5.794000000001688
30,0.8716,5.984000000000378
31,0.8696,6.184000000001106
32,0.8663,6.409999999999855
33,0.8564,6.610000000000582
34,0.8495,6.813000000001921
35,0.8525,7.0090000000018335
36,0.8659,7.203000000001339
37,0.8467,7.4099999999998545
38,0.8443,7.635000000002037
39,0.8529,7.825000000000728
40,0.8608,8.028000000002066
41,0.868,8.21900000000096
42,0.8751,8.40400000000227
43,0.8695,8.608000000000175
44,0.9919,8.833999999998923
45,1.0623,9.029999999998836
46,1.048,9.223000000001775
47,1.0301,9.411000000000058
48,1.0545,9.619000000002416
49,1.0767,9.806000000000497
50,1.082,10.027000000001864
51,1.0713,10.220000000001164
52,1.0542,10.411000000000058
53,1.228,10.622999999999593
54,1.2301,10.833000000002356
55,1.1284,11.034999999999854
56,0.9834,11.25500000000102
57,0.9687,11.443999999999503
58,0.9875,11.661000000000058
59,0.9782,11.851000000002388
60,0.9823,12.047999999998863
61,0.9906,12.243000000002212
62,1.002,12.472000000001572
63,0.9897,12.689000000002125
64,0.9824,12.907999999999449
65,0.9683,13.125
66,0.9559,13.318999999999503
67,0.9935,13.50800000000163
68,1.1228,13.720000000001164
69,0.907,13.904999999998836
70,1.0521,14.098000000001775
71,1.0981,14.294000000001688
72,1.0852,14.477999999999156
73,1.0802,14.674999999999272
74,1.0649,14.88000000000102
75,1.0554,15.09100000000035
76,1.0549,15.291000000001077
77,1.0611,15.47899999999936
78,1.0399,15.672999999998863
79,1.0485,15.88300000000163
80,1.0579,16.06999999999971
81,1.0673,16.293000000001484
82,1.0781,16.48700000000099
83,1.0826,16.677999999999884
84,1.0828,16.873999999999796
85,1.0981,17.083000000002357
86,1.1099,17.26599999999962
87,1.1121,17.458999999998923
88,1.0976,17.668000000001484
89,1.0883,17.875
90,0.9524,18.066999999999094
91,0.8405,18.277000000001863
92,0.8285,18.445999999999916
93,0.8502,18.657999999999447
94,0.8386,18.875
95,0.8373,19.06999999999971
96,0.8413,19.26100000000224
97,0.8578,19.44800000000032
98,0.849,19.672999999998865
99,0.8461,19.89300000000003
100,0.838,20.09900000000198
101,0.8343,20.30099999999948
102,0.8386,20.479999999999563
103,0.8228,20.68800000000192
104,0.8227,20.90999999999985
105,0.8226,21.1140000000014
106,0.8292,21.330000000001743
107,0.8375,21.522000000000844
108,0.8275,21.708999999998923
109,0.8158,21.915000000000877
110,0.8293,22.12900000000081
111,0.8427,22.34100000000035
112,0.8568,22.538000000000466
113,0.8746,22.73700000000099
114,0.8612,22.945999999999916
115,0.678,23.165000000000877
116,0.7121,23.348000000001772
117,0.7819,23.547999999998865
118,0.7777,23.76000000000204
119,0.7726,23.95600000000195
120,0.79,24.157999999999447
121,0.7927,24.348000000001772
122,0.7865,24.546000000002092
123,0.7895,24.738000000001197
124,0.7917,24.929000000000087
125,0.8025,25.15899999999965
126,0.8014,25.35800000000017
127,0.7942,25.53900000000067
128,0.6435,25.742000000002008
129,0.6155,25.94000000000233
130,0.6145,26.139999999999414
131,0.6208,26.35699999999997
132,0.6174,26.540000000000877
133,0.5351,26.738000000001197
134,0.5391,26.93500000000131
135,0.5354,27.139999999999414
136,0.5626,27.33300000000236
137,0.6431,27.554000000000087
138,0.6378,27.77100000000064
139,0.6263,27.98400000000038
140,0.6396,28.193999999999505
141,0.6525,28.39600000000064
142,0.6594,28.59900000000198
143,0.6643,28.82300000000032
144,0.6682,29.00500000000102
145,0.6852,29.225000000002183
146,0.7008,29.41700000000128
147,0.7085,29.636999999998807
148,0.7135,29.82700000000113
149,0.7179,30.02999999999884
150,0.7279,30.242000000002008
151,0.7435,30.450000000000728
152,0.5893,30.68100000000049
153,0.5732,30.867000000002008
154,0.5737,31.07200000000012
155,0.5866,31.28499999999985
156,0.5984,31.479999999999563
157,0.5902,31.70100000000093
158,0.5233,31.89900000000125
159,0.4913,32.080000000001746
160,0.4978,32.25300000000061
161,0.3929,32.45400000000154
162,0.3866,32.6720000000023
163,0.3847,32.88300000000163
164,0.3688,33.06999999999971
165,0.3045,33.27100000000064
166,0.299,33.48099999999977
167,0.306,33.6830000000009
168,0.3076,33.89099999999962
169,0.3088,34.07200000000012
170,0.3126,34.254000000000815
171,0.3154,34.470000000001164
172,0.3156,34.66100000000006
173,0.3188,34.85199999999895
174,0.3244,35.074000000000524
175,0.3303,35.27600000000166
176,0.3288,35.49200000000201
177,0.3297,35.71800000000076
178,0.3345,35.91900000000169
179,0.335,36.10699999999997
180,0.3338,36.33599999999933
181,0.3336,36.51599999999962
182,0.341,36.72100000000137
183,0.3461,36.9330000000009
184,0.3526,37.14900000000125
185,0.3593,37.35399999999936
186,0.365,37.577000000001135
187,0.3711,37.77700000000186
188,0.3712,38.00200000000041
189,0.3656,38.20700000000216
190,0.3668,38.40400000000227
191,0.3667,38.60100000000239
192,0.3625,38.80199999999968
193,0.3597,39.01199999999881
194,0.3595,39.20000000000073
195,0.3551,39.41100000000006
196,0.3547,39.62099999999919
197,0.3584,39.81200000000172
198,0.3577,40.04200000000128
199,0.3619,40.26299999999901
200,0.311,40.45999999999913
201,0.3035,40.67000000000189
202,0.3059,40.85499999999956
203,0.3097,41.01900000000023
204,0.315,41.21700000000055
205,0.3119,41.440999999998894
206,0.3127,41.671000000002095
207,0.3148,41.87099999999919
208,0.3161,42.04400000000169
209,0.3197,42.23199999999997
210,0.3212,42.440999999998894
211,0.3258,42.65899999999965
212,0.3322,42.84400000000096
213,0.3376,43.01800000000003
214,0.3426,43.22600000000239
215,0.3458,43.41900000000169
216,0.3458,43.61600000000181
217,0.3436,43.83000000000175
218,0.3487,44.02200000000085
219,0.3535,44.22200000000157
220,0.3604,44.41700000000128
221,0.3635,44.60199999999895
222,0.3632,44.77800000000207
223,0.3687,44.98099999999977
224,0.3718,45.18400000000111
225,0.3741,45.37700000000041
226,0.376,45.55199999999968
227,0.3807,45.74200000000201
228,0.3773,45.94499999999971
229,0.3768,46.125
230,0.3778,46.33200000000216
231,0.3745,46.52600000000166
232,0.3789,46.73600000000079
233,0.3816,46.92299999999887
234,0.3849,47.12299999999959
235,0.3896,47.31200000000172
236,0.3824,47.52000000000044
237,0.3859,47.74200000000201
238,0.4451,47.95300000000134
239,0.4682,48.15899999999965
240,0.4698,48.35499999999956
241,0.4769,48.525000000001455
242,0.473,48.71900000000096
243,0.481,48.93700000000172
244,0.4896,49.13200000000143
245,0.4965,49.29899999999907
246,0.4996,49.50100000000021
247,0.4989,49.70800000000236
248,0.5,49.91100000000006
249,0.5009,50.10599999999977
250,0.4973,50.29300000000149
251,0.5026,50.49100000000181
252,0.5036,50.71299999999974
253,0.5031,50.89400000000023
254,0.5023,51.10100000000239
255,0.5002,51.32099999999991
256,0.5068,51.52200000000085
257,0.427,51.73800000000119
258,0.4185,51.92399999999907
259,0.4401,52.1150000000016
260,0.5013,52.29899999999907
261,0.4935,52.50800000000163
262,0.4864,52.72600000000239
263,0.4913,52.931000000000495
264,0.4992,53.10699999999997
265,0.5052,53.3070000000007
266,0.3993,53.51499999999942
267,0.3851,53.72600000000239
268,0.3461,53.9429999999993
269,0.3135,54.13500000000204
270,0.3118,54.33599999999933
271,0.3177,54.55299999999989
272,0.3136,54.76100000000224
273,0.3073,54.97100000000137
274,0.3036,55.18600000000151
275,0.3183,55.38100000000122
276,0.3635,55.57400000000053
277,0.3596,55.79100000000108
278,0.366,55.98199999999997
279,0.3668,56.1929999999993
280,0.3676,56.41200000000026
281,0.3607,56.6140000000014
282,0.2878,56.79400000000169
283,0.2891,57.01499999999942
284,0.2943,57.20700000000216
285,0.2962,57.39900000000125
286,0.2962,57.59600000000137
287,0.2245,57.78700000000026
288,0.2258,57.9890000000014
289,0.2242,58.18600000000151
290,0.2231,58.37099999999919
291,0.2273,58.55299999999989
292,0.2251,58.744000000002416
293,0.2223,58.95899999999892
294,0.2202,59.14099999999962
295,0.2193,59.32500000000073
296,0.2211,59.53399999999965
297,0.2257,59.75900000000183
298,0.2269,59.94399999999951
299,0.2282,60.16500000000087
300,0.2297,60.35499999999956
301,0.2257,60.54500000000189
302,0.2241,60.75100000000021
303,0.2235,60.94700000000012
304,0.2236,61.13000000000102
305,0.2249,61.32800000000134
306,0.2275,61.54899999999907
307,0.2249,61.74300000000221
308,0.2257,61.95899999999892
309,0.2257,62.12600000000021
310,0.2225,62.3070000000007
311,0.2233,62.50700000000143
312,0.2259,62.71099999999933
313,0.2281,62.90100000000166
314,0.2295,63.09000000000015
315,0.2354,63.27800000000207
316,0.2725,63.49499999999898
317,0.2839,63.70600000000195
318,0.2836,63.92699999999968
319,0.285,64.10900000000038
320,0.2905,64.30299999999988
321,0.2298,64.50600000000122
322,0.222,64.70300000000134
323,0.2314,64.90100000000166
324,0.2642,65.11100000000079
325,0.2596,65.33300000000236
326,0.2653,65.55199999999968
327,0.3126,65.77100000000064
328,0.3274,65.97600000000239
329,0.3318,66.16300000000047
330,0.3353,66.38500000000204
331,0.2619,66.5659999999989
332,0.2657,66.77700000000186
333,0.2233,66.99699999999939
334,0.2107,67.20800000000236
335,0.2091,67.42299999999886
336,0.2074,67.63200000000143
337,0.1642,67.8179999999993
338,0.1676,68.02900000000227
339,0.1407,68.24499999999898
340,0.1312,68.44599999999991
341,0.1333,68.63899999999921
342,0.1344,68.84100000000035
343,0.1356,69.0470000000023
344,0.1335,69.25900000000183
345,0.1323,69.45300000000134
346,0.1316,69.63899999999921
347,0.1323,69.83200000000215
348,0.1324,70.02700000000186
349,0.1343,70.24300000000221
350,0.1359,70.44499999999971
351,0.1407,70.63400000000183
352,0.1613,70.83100000000195
353,0.1589,71.02400000000125
354,0.1596,71.23099999999977
355,0.1605,71.43700000000172
356,0.161,71.63500000000204
357,0.1607,71.8189999999995
358,0.1587,72.02800000000207
359,0.1615,72.22999999999956
360,0.162,72.4330000000009
361,0.1605,72.64500000000044
362,0.161,72.82700000000114
363,0.161,73.02999999999884
364,0.1638,73.2390000000014
365,0.1668,73.4419999999991
366,0.1683,73.63300000000163
367,0.1424,73.84600000000137
368,0.1412,74.0689999999995
369,0.1392,74.26900000000023
370,0.1578,74.47400000000198
371,0.172,74.69000000000233
372,0.1719,74.8739999999998
373,0.1722,75.09000000000015
374,0.1732,75.30500000000029
375,0.1745,75.50900000000183
