multiplier
0.9995
0.9824
0.96
0.9739
1.1119
1.0161
0.9368
0.9429
0.9436
1.082
1.1159
1.1141
1.1021
1.0909
1.1065
1.1006
1.0959
1.0968
1.1138
1.1239
1.2635
1.3078
1.2954
1.3173
1.3261
1.3549
1.3759
1.3935
1.4005
1.4155
1.4239
1.4256
1.4186
1.4202
1.4536
1.4485
1.4404
1.4299
1.4509
1.4629
1.4599
1.4615
1.4761
1.525
1.5015
1.4826
1.4727
1.4562
1.4485
1.4592
1.4664
1.47
1.4442
1.4651
1.4791
1.4918
1.5329
1.515
1.1458
1.1453
1.1427
1.1346
1.1385
1.3218
1.3227
1.3368
1.3441
1.3435
1.0742
1.098
1.0995
1.1001
1.086
1.0616
1.055
1.0699
1.063
1.0502
1.0413
1.039
1.0327
1.0245
1.0197
1.0341
1.0214
1.0188
1.0153
1.0096
0.7969
0.7971
0.6711
0.6236
0.6207
0.6384
0.6272
0.6277
0.6295
0.6369
0.6466
0.649
0.6531
0.6539
0.6623
0.6707
0.6731
0.6703
0.6588
0.6784
0.6705
0.6649
0.6619
0.6616
0.6637
0.6603
0.6594
0.6577
0.6534
0.6531
0.53
0.508
0.5064
0.5027
0.4967
0.505
0.5085
0.515
0.5217
0.533
0.404
0.4116
0.415
0.4178
0.4212
0.212
