index,multiplier,round_duration,cropped_path
1,1.0,0.0,rounds_new2/round_2010/cropped/debug_crop_temp_967083_11-31-29-077.png
2,1.0103,0.2040000000051804,rounds_new2/round_2010/cropped/debug_crop_temp_967084_11-31-29-281.png
3,1.2106,0.4040000000022701,rounds_new2/round_2010/cropped/debug_crop_temp_967085_11-31-29-481.png
4,1.1881,0.6220000000030268,rounds_new2/round_2010/cropped/debug_crop_temp_967086_11-31-29-699.png
5,1.4005,0.827000000004773,rounds_new2/round_2010/cropped/debug_crop_temp_967087_11-31-29-904.png
6,1.5222,1.0420000000012806,rounds_new2/round_2010/cropped/debug_crop_temp_967088_11-31-30-119.png
7,1.5299,1.2550000000046566,rounds_new2/round_2010/cropped/debug_crop_temp_967089_11-31-30-332.png
8,1.5173,1.4320000000006985,rounds_new2/round_2010/cropped/debug_crop_temp_967090_11-31-30-509.png
9,1.4927,1.620999999999185,rounds_new2/round_2010/cropped/debug_crop_temp_967091_11-31-30-698.png
10,1.5045,1.8280000000013388,rounds_new2/round_2010/cropped/debug_crop_temp_967092_11-31-30-905.png
11,1.5306,2.0380000000004657,rounds_new2/round_2010/cropped/debug_crop_temp_967093_11-31-31-115.png
12,1.5609,2.22899999999936,rounds_new2/round_2010/cropped/debug_crop_temp_967094_11-31-31-306.png
13,1.5623,2.4500000000043656,rounds_new2/round_2010/cropped/debug_crop_temp_967095_11-31-31-527.png
14,1.5733,2.664000000004308,rounds_new2/round_2010/cropped/debug_crop_temp_967096_11-31-31-741.png
15,1.5811,2.87000000000262,rounds_new2/round_2010/cropped/debug_crop_temp_967097_11-31-31-947.png
16,1.6051,3.092000000004191,rounds_new2/round_2010/cropped/debug_crop_temp_967098_11-31-32-169.png
17,1.6399,3.3060000000041327,rounds_new2/round_2010/cropped/debug_crop_temp_967099_11-31-32-383.png
18,1.7499,3.522000000004482,rounds_new2/round_2010/cropped/debug_crop_temp_967100_11-31-32-599.png
19,2.0087,3.7300000000032014,rounds_new2/round_2010/cropped/debug_crop_temp_967101_11-31-32-807.png
20,1.9995,3.955000000001746,rounds_new2/round_2010/cropped/debug_crop_temp_967102_11-31-33-032.png
21,2.04,4.161000000000058,rounds_new2/round_2010/cropped/debug_crop_temp_967103_11-31-33-238.png
22,2.0682,4.3620000000009895,rounds_new2/round_2010/cropped/debug_crop_temp_967104_11-31-33-439.png
23,2.0871,4.564000000005763,rounds_new2/round_2010/cropped/debug_crop_temp_967105_11-31-33-641.png
24,2.168,4.760000000002037,rounds_new2/round_2010/cropped/debug_crop_temp_967106_11-31-33-837.png
25,2.5019,4.971000000005006,rounds_new2/round_2010/cropped/debug_crop_temp_967107_11-31-34-048.png
26,2.4977,5.1929999999993015,rounds_new2/round_2010/cropped/debug_crop_temp_967108_11-31-34-270.png
27,2.5398,5.411000000000058,rounds_new2/round_2010/cropped/debug_crop_temp_967109_11-31-34-488.png
28,2.5383,5.636000000005879,rounds_new2/round_2010/cropped/debug_crop_temp_967110_11-31-34-713.png
29,2.5418,5.8290000000051805,rounds_new2/round_2010/cropped/debug_crop_temp_967111_11-31-34-906.png
30,2.437,6.046000000002096,rounds_new2/round_2010/cropped/debug_crop_temp_967112_11-31-35-123.png
31,2.1228,6.269000000000233,rounds_new2/round_2010/cropped/debug_crop_temp_967113_11-31-35-346.png
