index,multiplier,round_duration
1,1.0084,0.0
2,1.0251,0.2189999999973224
3,1.0165,0.3899999999994179
4,1.1877,0.577000000004773
5,1.2292,0.7630000000062864
6,1.2304,0.9550000000017462
7,1.218,1.1530000000057044
8,1.2375,1.3429999999934807
9,1.2472,1.5399999999935972
10,1.2519,1.7339999999967404
11,1.258,1.8959999999933643
12,1.2533,2.1150000000052387
13,1.2445,2.3040000000037253
14,1.2461,2.5200000000040745
15,1.2582,2.7140000000072177
16,1.2866,2.888999999995576
17,1.2966,3.0859999999956926
18,1.2931,3.2880000000004657
19,1.2516,3.471000000005006
20,1.0793,3.68399999999383
21,1.094,3.877999999996973
22,1.0898,4.082999999998719
23,1.0851,4.278000000005704
24,1.0769,4.444000000003143
25,1.0846,4.627999999996973
26,1.0823,4.820000000006985
27,1.0764,5.017999999996391
28,1.0592,5.187000000005355
29,0.8855,5.384999999994761
30,0.866,5.585000000006403
31,0.8756,5.775999999998021
32,0.8729,5.9539999999979045
33,0.8782,6.148000000001048
34,0.8861,6.364000000001397
35,0.8901,6.551000000006752
36,0.8895,6.716000000000349
37,0.8794,6.9060000000026776
38,1.0089,7.112999999997555
39,1.0721,7.293000000005122
40,1.0736,7.497000000003027
41,1.0797,7.701000000000931
42,1.2326,7.899000000004889
43,1.2799,8.111999999993714
44,1.2963,8.289999999993597
45,1.3111,8.460000000006403
46,1.5056,8.64900000000489
47,1.5757,8.869999999995343
48,1.4791,9.06600000000617
49,1.1917,9.23399999999674
50,1.2236,9.430000000007569
51,1.2416,9.619999999995343
52,1.2598,9.813999999998488
53,1.2818,10.0170000000071
54,1.3122,10.218999999997322
55,1.3032,10.43399999999383
56,1.1432,10.625
57,1.0457,10.801999999996042
58,1.0726,10.985000000000582
59,0.8509,11.180000000007569
60,0.819,11.404999999998836
61,0.8196,11.601999999998952
62,0.8166,11.78200000000652
63,0.8036,11.993000000002212
64,0.8144,12.176999999996042
65,0.8177,12.357000000003609
66,0.8186,12.562999999994643
67,0.807,12.78200000000652
68,0.8215,12.985000000000582
69,0.8157,13.195000000006983
70,0.8145,13.380000000004657
71,0.8131,13.567999999999302
72,0.8024,13.764999999999418
73,0.7968,13.986000000004424
74,0.6629,14.186000000001512
75,0.6357,14.377999999996971
76,0.6445,14.562000000005357
77,0.6389,14.756999999997788
78,0.6451,14.94999999999709
79,0.6435,15.156000000002678
80,0.6427,15.336999999999534
81,0.649,15.52499999999418
82,0.5096,15.72599999999511
83,0.4894,15.929000000003724
84,0.4922,16.111999999993714
85,0.4983,16.319000000003143
86,0.5091,16.52400000000489
87,0.5041,16.71600000000035
88,0.506,16.904999999998836
89,0.5095,17.09100000000035
90,0.521,17.270999999993364
91,0.4403,17.46600000000035
92,0.4708,17.67500000000291
93,0.5213,17.84100000000035
94,0.5243,18.039000000004307
95,0.5361,18.25100000000384
96,0.5902,18.44000000000233
97,0.6257,18.63400000000547
98,0.6261,18.831000000005588
99,0.6257,19.039000000004307
100,0.6201,19.23200000000361
101,0.6229,19.41599999999744
102,0.6319,19.585999999995693
103,0.6325,19.789000000004307
104,0.6342,19.99099999999453
105,0.6327,20.1820000000007
106,0.6306,20.369999999995343
107,0.6423,20.5570000000007
