multiplier
0.9994
1.0192
1.2251
1.2269
1.2279
1.2177
1.2262
1.2339
1.2391
1.2766
1.2814
1.2886
1.4741
1.5612
1.558
1.5407
1.3924
1.2499
1.2479
1.2468
1.5118
1.5139
1.535
1.55601
1.5869
1.5908
1.5908
1.5928
1.6003
1.6054
1.6223
1.7228
1.9225
1.898
1.8974
1.8788
1.8792
1.8881
1.899
1.9007
1.9478
1.9658
1.9932
1.8903
1.55858
1.5854
1.5723
1.5665
1.5563
1.55601
1.595
1.6369
1.629
1.6386
1.6501
1.6439
1.6429
1.6274
1.6335
1.6326
1.6263
1.6237
1.6222
1.6034
1.5983
1.6024
1.6158
1.8511
1.879
1.8778
1.8826
1.8887
1.9234
1.9723
1.9799
1.9837
2.0097
2.0266
2.0129
1.9987
1.9878
2.032
2.0425
2.0551
2.0745
2.0823
2.0957
2.086
2.1205
2.1316
2.1391
2.1352
2.1322
2.1306
2.1296
2.153
2.1714
2.1441
2.1405
2.1389
2.1097
2.06
2.0523
2.0263
1.9985
1.9862
1.9943
2.0037
2.0111
2.0278
2.0182
1.9988
2.003
2.0178
2.0532
2.0609
2.077
2.114
2.1211
2.1123
2.112
2.1117
2.0942
2.0754
2.2693
2.5298
2.564
2.5664
2.561
2.5573
2.5263
2.5098
2.5526
2.5714
2.5775
2.5781
2.5477
2.5555
2.6172
2.6063
2.5953
2.625
2.6792
2.6843
2.6476
2.6698
2.7577
3.3456
3.3302
3.3233
3.292
3.2881
3.3553
3.3475
3.4154
3.4294
3.4649
3.4762
3.5014
3.5516
3.5373
3.5216
3.4784
3.4866
3.5194
3.5971
3.55991
3.5881
3.5755
3.6448
3.6573
3.6844
3.8741
3.9329
3.9543
4.0047
4.014
4.0527
3.4891
3.4989
3.5531
3.514
3.521
3.5455
3.4956
3.4636
3.4745
3.5717
3.6067
3.55963
3.5448
3.5585
3.6034
3.6103
3.6499
3.6455
4.2245
4.6508
5.4204
5.4438
5.5065
5.6152
5.7243
5.7683
5.7081
5.7078
5.7078
6.7583
6.7084
6.7008
6.5698
6.6203
6.6203
6.6495
6.6486
6.6354
6.9286
8.1485
8.1409
8.1391
8.3252
8.4158
8.3044
8.1694
6.5544
6.555
6.4445
6.463
6.4304
6.4015
5.5905
5.3877
5.3452
5.3823
5.3882
5.4094
5.4784
5.5574
5.6069
5.6106
4.5156
4.3815
4.3715
3.8445
3.3896
3.4486
3.4735
